apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
GUR,BATYA,ASESINATO EN EL CORAZÓN DE JERUSALÉN,NOVELA,NEGRA,,—,08-GUR-ASE,SIRUELA,True,General
GUTIÉRREZ,MONICA,EL NOVIEMBRE DE KATE,NOVELA,DRAMA,,L-B1,04-GUT-NOV,ROCA,True,General
GUTIÉRREZ DE CABIEDES,TERESA,VAN THUAN. LIBRE ENTRE REJAS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-GUT-VAN,CIUDAD NUEVA,True,General
GUTIÉRREZ NIETO,JUAN IGNACIO,EL RENACIMIENTO Y LOS ORÍGENES DEL MUNDO MODERNO,ENSAYO,HISTORIA,,—,16-GUT-REN,PLANETA,True,General
HAEFS,GISBERT,"ALEJANDRO MAGNO, 1",NOVELA,HISTÓRICA,,L-A2,06-HAE-AL1,BIBLIOTECA EL PAÍS,True,General
HAEFS,GISBERT,"ALEJANDRO MAGNO, 2",NOVELA,HISTÓRICA,,L-A2,06-HAE-AL2,BIBLIOTECA EL PAÍS,True,General
HAMMETT,DASHIEL,SÓLO TE AHORCAN UNA VEZ,NOVELA,NEGRA,●,L-A2,12-HAM-SOL,SEIX BARRAL,True,General
HANNAH,KRISTIN,EL RUISEÑOR,NOVELA,HISTÓRICA,●,L-A2,06-HAN-RUI,PENGUIN,True,General
HARD,ROBIN,EL GRAN LIBRO DE LA MITOLOGÍA GRIEGA,ENSAYO,HISTORIA,,—,16-HAR-GRA,ESPASA,True,General
HARRIS,JOANA,CINCO CUARTOS DE NARANJA,NOVELA,DRAMA,,L-B1,04-HAR-CIN,CÍRCULO DE LECTORES,True,General
HARRIS,ROBERT,CONSPIRACIÓN,NOVELA,HISTÓRICA,,L-B1,06-HAR-CON,GUSTAVO GILI,True,General
HARRIS,ROBERT,POMPEYA,NOVELA,HISTÓRICA,,L-B2,22-HAR-POM,MONDADORI,True,General
HART,BETSY,SIN MIEDO A EDUCAR,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A1,19-HAR-SIN,CIUDADELA,True,General
HAUTZIG,ESTHER,LA ESTEPA INFINITA,NOVELA,DRAMA,,L-A1,12-HAU-EST,SALAMANDRA,True,General
HAWTHORNE,NATHANIEL,LA LETRA ESCARLATA,NOVELA,DRAMA,●,L-A2,04-HAW-LET,VALDEMAR,True,General
HEERS,JACQUES,LA INVENCIÓN DE LA EDAD MEDIA,ENSAYO,HISTORIA,,P-A1,16-HEE-INV,CRÍTICA,True,General
HEMINGWAY,ERNEST,ACROSS THE RIVER AND INTO THE TREES,NOVELA,INGLÉS,,—,18-HEM-ACR,GRAFTON,True,General
HEMINGWAY,ERNEST,EL VIEJO Y EL MAR,NOVELA,DRAMA,●,L-A1,04-HEM-VIE,RBA,True,General
HEMINGWAY,ERNEST,FIESTA,NOVELA,CLÁSICA,,L-B1,3-HEM-FIE,DESCONOCIDA,True,General
HEMINGWAY,ERNEST,LAS NIEVES DEL KILIMANJARO,NOVELA,AVENTURAS,●,L-B1,01-HEM-NIE,BIBLIOTECA EL PAÍS,True,General
HEMINGWAY,ERNEST,LAS NIEVES DEL KILIMANJARO,NOVELA,DRAMA,,L-B1,04-HEM-VIE,RBA,True,General
HÉNAFF,SOPHIE,LA BRIGADA DE ANNE CAPESTAN,NOVELA,NEGRA,,L-A2,08-HEN-BRI,ALFAGUARA,True,General
HENDIN,HERBERT,SEDUCIDOS POR LA MUERTE: MÉDICOS Y PACIENTES ANTE EL SUICIDIO ASISTIDO,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-HEN-SED,PLANETA,True,General
HENRI,DANIEL-ROSPS,"MUERTE, ¿DÓNDE ESTÁ TU VICTORIA?",NOVELA,DRAMA,,L-A2,12-ROS-MUE,ENCUENTRO,True,General
HERNÁNDEZ,JOSÉ,MARTÍN FIERRO,NOVELA,CLÁSICA,●,L-A1,03-HER-MAR,CÍRCULO DE LECTORES,True,General
HERNÁNDEZ,MIGUEL,EL LABRADOR DE MÁS AIRE,TEATRO,—,,L-A2,11-HER-LAB,CUADERNOS PARA EL DIÁLOGO,True,General
HERNÁNDEZ ALONSO,CÉSAR,GRAMÁTICA FUNCIONAL DEL ESPAÑOL,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A1,19-HER-GRA,GREDOS,True,General
HERRIOT,JAMES,UN VETERINARIO EN APUROS,NOVELA,AVENTURAS,,L-A1,01-HER-VET,EL VIENTO,True,General
HERRIOT,JAMES,UN VETERINARIO EN EL RAF,NOVELA,BÉLICA,,L-A1,02-HER-VET,GRIJALBO,True,General
HESSE,HERMANN,DEMIÁN,NOVELA,DRAMA,,—,04-HES-DEM,PUBLIMEX,True,General
HIGGINS,JACK,EL OJO DEL HURACÁN,NOVELA,NEGRA,,L-A2,08-HIG-OJO,PLAZA & JANÉS,True,General
HIGGINS CLARK,MARY,DOS NIÑAS VESTIDAS DE AZUL,NOVELA,NEGRA,,L-A2,08-HIG-NIÑ,CÍRCULO DE LECTORES,True,General
HIGGINS CLARK,MARY,SÉ QUE VOLVERÁS,NOVELA,NEGRA,,L-A1,8-HIG-SEQ,PLAZA & JANÉS,True,General
HIGHSMITH,PATRICIA,EL AMIGO AMERICANO,NOVELA,NEGRA,,L-A2,12-HIG-AMI,ANAGRAMA,True,General
HIGHSMITH,PATRICIA,ONCE,RELATO(S),—,,L-B1,10-HIG-ONC,PLANETA,True,General
HIGHSMITH,PATRICIA,RIPLEY UNDER GROUND,NOVELA,INGLÉS,,L-B1,18-HIG-RIP,PENGUIN,True,General
HIGHSMITH,PATRICIA,THE TALENTED MR. RIPLEY,NOVELA,INGLÉS,,L-B1,18-HIG-TAL,PENGUIN,True,General
HIRATA,ANDREA,LA TROPA DEL ARCO IRIS,NOVELA,DRAMA,●,L-A1,04-HIR-TRO,TEMAS DE HOY,True,General
HIRSI ALI,AYAAN,"MI VIDA, MI LIBERTAD",ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B2,22-HIR-MIV,GALAXIA GUTEMBERG,True,General
HOLLAND,TOM,FUEGO PERSA,NOVELA,HISTÓRICA,,L-A2,06-HOL-FUE,PLANETA,True,General
HOLLAND,TOM,RUBICÓN. AUGE Y CAÍDA DE LA REPÚBLICA ROMANA,ENSAYO,HISTÓRIA,●,P-A2,16-HOL-RUB,PLANETA,True,General
HOMERO,—,ILÍADA,NOVELA,AVENTURAS,,L-A2,12-HOM-ILI,GREDOS,True,General
HOMERO,—,ODISEA,NOVELA,CLÁSICA,●,L-A2,12-HOM-ODI,ESPESA-CALPE,True,General
HORIA,VINTILA,DIOS HA NACIDO EN EL EXILIO,NOVELA,HISTÓRICA,●,L-B1,06-HOR-DIO,CIUDADELA,True,General
HORTELANO,,QUIERO SER MIÉRCOLES,POESÍA,—,,—,09-HOR-QUI,ARNAO,True,General
HOSSEINI,KHALED,MIL SOLES ESPLÉNDIDOS,NOVELA,DRAMA,,L-B1,04-HOS-MIL,SALAMANDRA,True,General
HUA,YU,¡VIVIR!,NOVELA,DRAMA,●,L-B1,12-HUA-VIV,SEIX BARRAL,True,General
HUCH,RICARDA,EL ÚLTIMO VERANO,NOVELA,DRAMA,●,L-B1,12-HUC-ULT,EDICIONES B,True,General
HUDSON,WILLIAM HENRY,LA TIERRA PURPÚREA,NOVELA,DRAMA,●,L-A2,12-HUD-TIE,ACANTILADO,True,General
HUNT JACKSON,HELLEN,RAMONA,NOVELA,AVENTURAS,●,L-A2,12-HUN-RAM,ALFAGUARA,True,General
HUXLEY,ALDOUS,MI TÍO SPENCER,NOVELA,DRAMA,●,—,04-HUX-TIO,LIBROS DEL VIENTO,True,General
HUXLEY,ALDOUS,UN MUNDO FELIZ,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-HUX-MUN,DEBOLSILLO,True,General
IBN BULUGGIN,ABD ALAH,"EL SIGLO XI EN 1º PERSONA. LAS MEMORIAS DE ABD ALLAH, ULTIMO REY ZIRI DE GRANADA",ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-IBN-SIG,ALIANZA,True,General
IBSEN,HENRIK,UN ENEMIGO DEL PUEBLO,TEATRO,—,,—,12-IBS-ENE,FUNANBULISTA,True,General
IGGULDEN,CONN,EL IMPERIO DE PLATA,NOVELA,HISTÓRICA,,—,06-IGG-IM,ESFERA DE LOS LIBROS,True,General
IGGULDEN,CONN,LA GUERRA DE LAS DOS ROSAS. ESTIRPE,NOVELA,HISTÓRICA,,—,06-IGG-EST,DUOMO,True,General
IGGULDEN,CONN,LA GUERRA DE LAS DOS ROSAS. TORMENTA,NOVELA,HISTÓRICA,●,L-A2,06-IGG-GUE,DUOMO,True,General
IGGULDEN,CONN,LA GUERRA DE LAS DOS ROSAS. TORMENTA,NOVELA,HISTÓRICA,,L-B1,16-IGG-GUE,DUOMO,True,General
ILF & PETROV,—,EL BECERRO DE ORO,NOVELA,NEGRA,,—,12-ILF-BEC,ACANTILADO,True,General
ILF & PETROV,—,LAS DOCE SILLAS,NOVELA,NEGRA,●,L-A2,12-ILF-DOC,ACANTILADO,True,General
ILLYÉS,GYULA,GENTE DE LAS PUSZTAS,NOVELA,HISTÓRICA,●,L-A2,06-ILL-GEN,MINÚSCULA,True,General
INGELMAN,CATHARINA,LA BANDA DE JUBILADOS QUE CANTO DOS VECES BINGO,NOVELA,DRAMA,,—,04-ING-BAN,ROCA,True,General
IRIGOIEN,JOAN MARI,BABILONIA,NOVELA,NEGRA,,L-A2,08-IRI-BAB,ACENTO,True,General
IRIONDO,JAVIER,DONDE TUS SUEÑOS TE LLEVEN,NOVELA,DRAMA,,P-B2,22-IRI-DON,ONIRO,True,General
ISAACS,JORGE,MARÍA,NOVELA,DRAMA,●,L-A1,12-ISA-MAR,AUSTRAL,True,General
ISAACSON,WALTER,STEVE JOBS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-ISA-STE,DEBATE,True,General
ISABEL,CONDESA DE PARÍS,"BLANCA DE CASTILLA, MI ANTEPASADA",ENSAYO,HISTORIA,,P-A2,16-ISA-BLA,PALABRA,True,General
ISHIGURO,KAZUO,LOS RESTOS DEL DÍA,NOVELA,DRAMA,●,L-A2,12-ISH-RES,ANAGRAMA,True,General
JACOBS,ANNE,LA MANSIÓN. TIEMPOS GLORIOSOS,NOVELA,DRAMA,,L-B1,04-JAC-MAN,PLAZA & JANÉS,True,General
JACOBS,ANNE,LA VILLA DE LAS TELAS,NOVELA,DRAMA,,L-A2,04-JAC-VIL,PLAZA & JANÉS,True,General
JACOBSEN,ROY,EL DESPERTAR,NOVELA,AVENTURAS,,L-A2,01-JAC-DES,GUSTAVO GILI,True,General
JACQ,CHRISTIAN,EL ÁRBOL DE LA VIDA,NOVELA,HISTÓRICA,,—,06-JAC-ARB,PLANETA,True,General
JAMBRINA,LUÍS GARCÍA,LA SOMBRA DE OTRO,NOVELA,HISTÓRICA,,L-B1,06-JAM-SOM,BRUGUERA,True,General
JAMES,HENRY,EL ECO,NOVELA,DRAMA,●,L-A1,12-HEN-ECO,ALBA,True,General
JAMES,HENRY,RELATOS,RELATO(S),,●,—,12-JAM-REL,CDEBATE,True,General
JAMES,HENRY,RETRATO DE UNA DAMA,NOVELA,DRAMA,,L-A2,12-JAM-RET,MONDADORI,True,General
JAMES,HENRY,THE GREAT SHORT NOVELS OF HENRY JAMES,NOVELA,INGLÉS,,—,18-JAM-GRE,ROBINSON,True,General
JAMES,P. D.,LA MUERTE LLEGA A PEMBERLEY,NOVELA,NEGRA,,L-A1,08-JAM-MUE,BELLATERRA,True,General
JAMES,P. D.,LA SALA DEL CRIMEN,NOVELA,NEGRA,,L-A2,08-JAM-SAL,EDICIONES B,True,General
JAMES,P. D.,MUERTE EN LA CLÍNICA PRIVADA,NOVELA,NEGRA,,L-A2,08-JAM-MUE,EDICIONES B,True,General
JAMES,P. D.,UNA CIERTA JUSTICIA,NOVELA,NEGRA,,L-B1,08-JAM-CIE,EDICIONES B,True,General
JAMES,SABATINA,DEL ISLAM AL CRISTIANISMO: MI HISTORIA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-JAM-ISL,PALABRA,True,General
JARDIEL PONCELA,ENRIQUE,ANGELINA O EL HONOR DE UN BRIGADIER. UN DRAMA EN 1880,TEATRO,—,,L-A2,11-JAR-ANG,AUSTRAL,True,General
JARDIEL PONCELA,ENRIQUE,ELOISA ESTÁ DEBAJO DE UN ALMENDRO,TEATRO,—,,L-A1,11-JAR-ELO,SALVAT,True,General
JARDIEL PONCELA,ENRIQUE,ELOÍSA ESTÁ DEBAJO DE UN ALMENDRO,TEATRO,—,●,L-A1,12-JAR-ELO,AUSTRAL,True,General
JARDIEL PONCELA,ENRIQUE,LAS CINCO ADVERTENCIAS DE SATANÁS,TEATRO,—,,L-B1,12-JAR-ELO,AUSTRAL,True,General
JARDIEL PONCELA,ENRIQUE,UN MARIDO DE IDA Y VUELTA,TEATRO,—,,L-A2,11-JAR-ANG,AUSTRAL,True,General
JENSEN,JANE,LA ECUACIÓN DANTE,NOVELA,NEGRA,,L-B1,08-JEN-ECU,LA FACTORÍA DE IDEAS,True,General
JEROME,JEROME K.,THREE MEN IN A BOAT,NOVELA,INGLÉS,●,L-A2,18-JER-THR,PENGUIN,True,General
JEROME,JEROME K.,TRES HOMBRES EN UNA BARCA,NOVELA,DRAMA,●,L-A2,12-JER-TRE,EL COBRE,True,General
JIANG,JILI,LA CHICA DEL PAÑUELO ROJO,NOVELA,DRAMA,,L-A2,04-JIA-CHI,EDICIONES B,True,General
JIMÉNEZ,JUAN RAMÓN,ANTOLOGÍA POÉTICA,POESÍA,—,●,L-A2,12-JIM-POE,CÁTEDRA,True,General
JIMÉNEZ,JUAN RAMÓN,PLATERO Y YO,NOVELA,AVENTURAS,●,L-A1,01-JIM-PLA,AGUILAR,True,General
JIMÉNEZ LOSANTOS,FEDERICO,LO QUE QUEDA DE ESPAÑA. CON UN PRÓLOGO SENTIMENTAL Y UN EPÍLOGO BALCÁNICO,ENSAYO,POLÍTICA,,P-B1,17-LOS-LOQ,TEMAS DE HOY,True,General
JIMÉNEZ LOSANTOS,FEDERICO,LOS NUESTROS. CIEN VIDAS EN LA HISTORIA DE ESPAÑA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B1,20-LOS-NUE,PLANETA,True,General
JIMÉNEZ LOZANO,JOSÉ,ANTOLOGÍA DE CUENTOS,RELATO(S),—,,—,12-JIM-ANT,CÁTEDRA,True,General
JIMÉNEZ LOZANO,JOSÉ,EL COGEDOR DE ANCIANOS,RELATO(S),—,,L-A2,10-JIM-COG,ANTHROPOS,True,General
JIMÉNEZ LOZANO,JOSÉ,EL MUDEJARILLO,NOVELA,DRAMA,●,L-A2,04-JIM-MUD,ANTHROPOS,True,General
JIMÉNEZ LOZANO,JOSÉ,EL VIAJE DE JONÁS,NOVELA,AVENTURAS,●,L-B1,12-JIM-VIA,EL BRONCE,True,General
JIMÉNEZ LOZANO,JOSÉ,LAS GALLINAS DEL LICENCIADO,NOVELA,AVENTURAS,,L-A1,12-JIM-GAL,SEIX BARRAL,True,General
JIMÉNEZ LOZANO,JOSÉ,LAS SEÑORAS,NOVELA,DRAMA,,L-B1,12-JIM-SEÑ,SEIX BARRAL,True,General
JIMÉNEZ LOZANO,JOSÉ,MAESTRO HUIDOBRO,NOVELA,DRAMA,●,L-A2,04-JIM-MAE,ANTHROPOS,True,General
JIMÉNEZ LOZANO,JOSÉ JIMENEZ,CARTA A TESA,NOVELA,DRAMA,,—,12-JIM-CAR,SEIX BARRAL,True,General
JOFFO,JOSEPH,SIMÓN Y EL NIÑO,NOVELA,AVENTURAS,,L-B1,01-JOF-SIM,GRIJALBO,True,General
JOFFO,JOSEPH,UN SAC DE BILLES (FRANCÉS),NOVELA,AVENTURAS,,L-A1,01-JOF-SAC,JCLATTÈS,True,General
JOHNSON,ADAM,EL HUERFANO,NOVELA,NEGRA,●,L-B1,12-JOH-HUE,SEIX BARRAL,True,General
JOHNSON,PAUL,ESTADOS UNIDOS. LA HISTORIA,ENSAYO,HISTORIA,●,L-B1,12-JOH-EST,JAVIER VERGARA,True,General
JOHNSON,PAUL,HÉROES,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,P-A2,20-JOH-HER,EDICIONES B,True,General
JONASSON,JONAS,LA ANALFABETA QUE ERA UN GENIO DE LOS NÚMEROS,NOVELA,AVENTURAS,,L-B1,12-JON-ANA,SALAMANDRA,True,General
JONES,DENNIS,RUBICÓN UNO,NOVELA,HISTÓRICA,,L-A1,06-JON-RUB,TIEMPO LIBRE,True,General
JONES,LLOYD,EL SEÑOR PIP,NOVELA,DRAMA,,—,12-JON-SEÑ,SALAMANDRA,True,General
JORDÁN,MIGUEL ÁNGEL,"ERIK, HIJO DE ÁRKHELAN: EL AMANECER DEL GUERRERO",NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-JOR-AMA,AMBAR,True,General
JORDÁN,MIGUEL ÁNGEL,"ERIK, HIJO DE ÁRKHELAN: EL EJÉRCITO EN LA SOMBRA",NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-JOR-EJE,AMBAR,True,General
JUNG-MYUNG,LEE,"EL GUARDIA, EL POETA Y EL PRISIONERO",NOVELA,DRAMA,,L-A2,04-JUN-GUA,GRIJALBO,True,General
JUSTI,CARL,VELÁZQUEZ Y SU SIGLO,ENSAYO,HISTORIA,●,—,12-JUS-VEL,ESPASA-CALPE,True,General
KADARÉ,ISMAÍL,EL CORTEJO NUPCIAL HELADO EN LA NIEVE,NOVELA,NEGRA,,L-A2,12-KAD-COR,ALIANZA,True,General
KADARÉ,ISMAÍL,SPIRITUS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-B1,12-KAD-SPI,ALIANZA,True,General
KADARÉ,ISMAÍL,TRES CANTOS FÚNEBRES POR KOSOVO,NOVELA,HISTÓRICA,,L-A2,12-KAD-TRE,ALIANZA,True,General
KAFKA,FRANZ,AMÉRICA,NOVELA,DRAMA,●,L-A2,04-KAF-AME,EDICOMUNICACIÓN,True,General
KAFKA,FRANZ,EL CASTILLO,NOVELA,DRAMA,●,L-B1,12-KAF-NOV,VALDEMAR,True,General
KAFKA,FRANZ,EL DESAPARECIDO,NOVELA,DRAMA,●,L-A2,12-KAF-NOV,VALDEMAR,True,General
KAFKA,FRANZ,EL PROCESO,NOVELA,DRAMA,●,L-B2,12-KAF-NOV,VALDEMAR,True,General
KAFKA,FRANZ,LA CONDENA,RELATO(S),—,,—,10-KAF-CON,ALIANZA,True,General
KAMEN,HENRY,FELIPE DE ESPAÑA,ENSAYO,HISTORIA,,P-A2,16-KAM-FEL,SIGLO XXI,True,General
KAPUSCINSKI,RYSZARD,ÉBANO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,12-KAP-ÉBA,ANAGRAMA,True,General
KAPUSCINSKI,RYSZARD,LOS CÍNICOS NO SIRVEN PARA ESTE OFICIO,ENSAYO,PEDAGOGÍA/CIENCIA,,—,12-KAP-CIN,ANAGRAMA,True,General
KAUFMANN,PAUL,DECIDÍ HACERME POLÍTICO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-KAU-DEC,DESTINO,True,General
KEMAL,YASAR,EL HALCÓN,NOVELA,NEGRA,,L-B1,08-KEM-FUR,EDICIONES B,True,General
KEMAL,YASAR,LA FURIA DEL MONTE ARARAT,NOVELA,AVENTURAS,,L-A1,01-KEM-FUR,EDICIONES B,True,General
KEMELMAN,HARRY,THE NINE MILE WORK,NOVELA,INGLÉS,,—,18-KEM-NIN,FAWCETT,True,General
KEMPE,FREDERICK,"BERLÍN, 1961",ENSAYO,HISTORIA,,—,12-KEM-VER,GALAXIA GUTEMBERG,True,General
KERTESZ,IMRE,SIN DESTINO,NOVELA,BÉLICA,●,L-B1,12-KER-SIN,ACANTILADO,True,General
KERTÉSZ,IMRE,"YO, OTRO",ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-B1,12-KER-YO,ACANTILADO,True,General
KHADRA,YASMINA,EL ATENTADO,NOVELA,DRAMA,●,L-A2,12-KHA-ATE,ALIANZA,True,General
KING,STEPHEN,EL PASILLO DE LA MUERTE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-KIN-PAS,PLAZA & JANÉS,True,General
KIPLING,RUDYARD,EL LIBRO DE LA SELVA,NOVELA,AVENTURAS,●,L-A1,01-KIP-LIB,CÍRCULO DE LECTORES,True,General
KIPLING,RUDYARD,KIM,NOVELA,AVENTURAS,,L-A1,12-KIP-RUD,MONDADORI,True,General
KIRKPATRICK,FREDERICK ALEX,LOS CONQUISTADORES ESPAÑOLES,ENSAYO,HISTORIA,,L-A1,16-KIR-CON,RIALP,True,General
KIRST,HANS HELLMUT,08/15. LA ORIGINAL REBELIÓN DEL CABO ASCH,NOVELA,BÉLICA,,L-B1,02-KIR-ORI,DESTINO,True,General
KNOWLES,JOHN,UNA PAZ SÓLO NUESTRA,NOVELA,BÉLICA,,—,02-KNO-PAZ,ALIANZA,True,General
KOONCHUNG,CHAN,AÑOS DE PROPERIDAD,NOVELA,DRAMA,,—,04-KOO-AÑO,DESTINO,True,General
KOSZTOLANYI,DEZSO,ALONDRA,NOVELA,DRAMA,●,L-A2,12-KOS-ALO,EDICIONES B,True,General
KRAUSS,NICOLE,LA HISTORIA DEL AMOR,NOVELA,DRAMA,,L-B1,12-KRA-HIS,SALAMANDRA,True,General
KUNZRU,HARI,LEILA.EXE,NOVELA,NEGRA,●,—,12-KUN-LEI,ALFAGUARA,True,General
LAFORET,CARMEN,AL VOLVER LA ESQUINA,NOVELA,DRAMA,●,—,12-LAF-VOL,DESTINO,True,General
LAFORET,CARMEN,LA MUJER NUEVA,NOVELA,DRAMA,,L-A2,12-LAF-MUJ,DESTINO,True,General
LAMB,HAROLD,CARLOMAGNO,NOVELA,HISTÓRICA,,L-A2,12-LAM-CAR,EDHASA,True,General
LANDERO,LUIS,JUEGOS DE LA EDAD TARDÍA,NOVELA,DRAMA,●,L-B1,12-LAN-JUE,TUSQUETS,True,General
LAPIERRE,DOMINIQUE,EL QUINTO JINETE,NOVELA,HISTÓRICA,,L-A2,6-LAP-QUI,PLAZA & JANÉS,True,General
LAPIERRE,DOMINIQUE,ESTA NOCHE LA LIBERTAD,NOVELA,HISTÓRICA,,L-A2,06-LAP-EST,PLAZA & JANÉS,True,General
LAPIERRE,DOMINIQUE,LA CIUDAD DE LA ALEGRÍA,NOVELA,HISTÓRICA,,L-B1,06-DOM-CIU,PLANETA,True,General
LAPIERRE,DOMINIQUE,MÁS GRANDES QUE EL AMOR,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B1,20-LAP-MAS,PLANETA/SEIX BARRAL,True,General
LAPIERRE,DOMINIQUE,MÁS GRANDES QUE EL AMOR,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B1,20-LAP-MAS,PLANETA/SEIX BARRAL,True,General
LAPIERRE,DOMINIQUE,UN ARCO IRIS EN LA NOCHE,NOVELA,HISTÓRICA,●,L-B1,06-LAP-ARC,PLAZA & JANÉS,True,General
"LAPIERRE, DOMINIQUE","COLLINS, LARRY",¿ARDE NUEVA YORK?,NOVELA,DRAMA,,L-A1,04-LAP-ARD,BOOKET,True,General
"LAPIERRE, DOMINIQUE","COLLINS, LARRY",EL QUINTO JINETE,NOVELA,HISTÓRICA,,L-B1,06-LAP-QUI,PLAZA & JANÉS,True,General
LARSEN,REIF,LAS OBRAS ESCOGIDAS DE T. S. SPIVET,NOVELA,AVENTURAS,,L-B1,12-LAR-OBR,SEIX BARRAL,True,General
LASALA,MAGDALENA,ALMANZOR. EL GRAN GUERRO DEL AL-ANDALUS,ENSAYO,HISTORIA,,—,16-LAS-ALM,TEMAS DE HOY,True,General
LÁZARO CARRETER,FERNANDO,EL DARDO EN LA PALABRA,ENSAYO,PEDAGOGÍA/CIENCIA,●,L-A1,12-LAZ-DAR,GALAXIA GUTEMBERG,True,General
LE CARRE,JOHN,EL JARDINERO FIEL,NOVELA,DRAMA,●,L-A2,04-LEC-JAR,ARETÉ,True,General
LE CARRÉ,JOHN,EL TOPO,NOVELA,NEGRA,●,L-B1,08-LEC-TOP,PLAZA & JANÉS,True,General
LE CARRÉ,JOHN,UN TRAIDOR COMO LOS NUESTROS,NOVELA,NEGRA,●,L-B1,08-LEC-TRA,PLAZA & JANÉS,True,General
LEGARDINER,GILLES,COMO EL PERRO Y EL GATO,NOVELA,DRAMA,,L-B1,04-LEG-COM,PLANETA,True,General
LEGUINECHE,MANUEL,EL PRECIO DEL PARAÍSO. DE UN CAMPO DE EXTERMINIO AL AMAZONAS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B1,20-LEG-PRE,ESPASA,True,General
LEGUINECHE,MANUEL,LOS ÁNGELES PERDIDOS,ENSAYO,POLÍTICA,,—,17-LEG-ANG,ESPASA,True,General
LEGUINECHE,MANUEL,LOS AÑOS DE LA INFAMIA. UNA CRÓNICA DE MANUEL LEGUINECHE SOBRE LA II GUERRA MUNDIAL,ENSAYO,HISTORIA,,P-B1,16-LEG-AÑO,TEMAS DE HOY,True,General
LEHANE,DENNIS,PLEGARIAS EN LA NOCHE,NOVELA,NEGRA,●,—,12-LEH-PLE,RBA,True,General
LEHANE,DENNIS,UN TRAGO ANTES DE LA GUERRA,NOVELA,NEGRA,●,L-B1,12-LEH-TRA,RBA,True,General
LESSING,DORIS,LA GRIETA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-LES-GRI,CÍRCULO DE LECTORES,True,General
LEUNENS,CHRISTINE,EL CIELO ENJAULADO,NOVELA,BÉLICA,,L-A2,02-LEU-CIE,EMECÉ,True,General
LEVI,PRIMO,SI ESTO ES UN HOMBRE,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A2,20-LEV-SIE,MUCHNIK,True,General
LEWIN,WALTER,POR AMOR A LA FÍSICA,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-LEW-POR,DEBATE,True,General
LEWIS,ALI,NUNCA LLUEVE EN TIMBER CREEK,NOVELA,DRAMA,,L-A2,04-LEW-NUN,SIRUELA,True,General
LEWIS,CLIVE STAPLES,CAUTIVADO POR LA ALEGRÍA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,12-LEW-CAU,ENCUENTRO,True,General
LEWIS,CLIVE STAPLES,LAS CRÓNICAS DE NARNIA: EL SOBRINO DEL MAGO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-LEW-SOB,DESTINO,True,General
LEWIS,CLIVE STAPLES,TRILOGÍA CÓSMICA III: ESA HORRIBLE FORTALEZA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,—,05-LEW-ESA,BOOKET,True,General
LEWIS,CLIVE STAPLES,UNA PENA EN OBSERVACIÓN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B1,12-LEW-PEN,ANAGRAMA,True,General
LEWIS,SINCLAIR,CALLE MAYOR,NOVELA,DRAMA,●,L-B1,12-SIN-CAL,ESPASA,True,General
LINDELL,UNNI,LA TRAMPA DE MIEL,NOVELA,NEGRA,,L-B1,08-LIN-TRA,SIRUELA,True,General
LINDO,ELVIRA,UNA PALABRA TUYA,NOVELA,DRAMA,,—,12-LIN-UNA,SEIX BARRAL,True,General
LINK,KELLY,MAGIA PARA LECTORES,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,12-LIN-MAG,SEIX BARRAL,True,General
