apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
DINESEN,ISAK,MEMORIAS DE ÁFRICA,NOVELA,DRAMA,●,L-A2,04-DIN-MEM,ALFAGUARA,True,Pequeños
DIVAKARUNI,CHITRA BANERJEE,MI HERMANA DEL ALMA,NOVELA,DRAMA,,L-A2,04-DIV-HER,PUNTO DE LECTURA,True,Pequeños
DOBRACZYNSKI,JAN,CARTAS DE NICODEMO,NOVELA,HISTÓRICA,,L-A1,06-DOB-CAR,HERDER,True,Estudio Mayores
DOBRACZYNSKI,JAN,UNA IGLESIA EN EL PODHALE,NOVELA,HISTÓRICA,,L-A1,06-DOB-IGL,HERDER,True,Estudio Mayores
DOERR,ANTHONY,LA LUZ QUE NO PUEDES VER,NOVELA,HISTÓRICA,*,L-A2,06-DOE-LUZ,MONDADORI,True,Estudio Mayores
DOERRY,MARTIN,MI CORAZÓN HERIDO. LA VIDA DE LILLI JAHN (1900-1944),ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-DOE-MIC,TAURUS,True,Pequeños
DOHERTY,PAUL,LOS CRÍMENES DE ANUBIS,NOVELA,HISTÓRICA,,—,06-DOH-CRI,EDHASA,True,Estudio Mayores
DOIG,IVAN,UNA TEMPORADA PARA SILBAR,NOVELA,AVENTURAS,●,L-A2,12-DOI-UNA,LIBROS DEL ASTEROIDE,True,Sala de Estar
DOMINGO MURO,JOSÉ LUIS,CASI A ORILLAS DEL AMOR,POESÍA,—,,—,09-DOM-CAS,OCHOA,True,Pequeños
DOÑATE,ANGELES,EL INVIERNO QUE TOMAMOS CARTAS EN EL ASUNTO,NOVELA,DRAMA,●,L-A1,04-DOÑ-INV,EDICIONES B,True,Pequeños
DOSTOIEVSKI,FEDOR,EL JUGADOR,NOVELA,DRAMA,,L-B1,04-DOS-JUG,SALVAT,True,Pequeños
DOSTOIEVSKI,FIÓDOR,MEMORIA DE LA CASA DE LOS MUERTOS,NOVELA,DRAMA,●,—,12-DOS-MEM,ALBA,True,Sala de Estar
DOSTOYEVSKI,FEDOR,CRIMEN Y CASTIGO,NOVELA,DRAMA,●,L-B1,04-DOS-CRI,EDAF,True,Pequeños
DOSTOYEVSKI,FEDOR,EL IDIOTA I,NOVELA,DRAMA,●,L-B1,04-DOS-ID1,ALIANZA,True,Pequeños
DOSTOYEVSKI,FEDOR,EL IDIOTA II,NOVELA,DRAMA,●,L-B1,04-DOS-ID2,ALIANZA,True,Pequeños
DRAGT,TONKE,CARTA AL REY,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-DRA-CAR,SIRUELA,True,Estudio Mayores
DRAKE,NICK,EL REINO DEL CAOS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-DRA-REI,GRIJALBO,True,Estudio Mayores
DU MAURIER,DAPHNE,LA POSADA JAMAICA,NOVELA,DRAMA,●,L-A2,12-MAR-POS,RARA AVIS,True,Sala de Estar
DU MAURIER,DAPHNE,MI PRIMA RACHEL,NOVELA,DRAMA,,L-A2,04-MAR-PRI,PLAZA & JANÉS,True,Pequeños
DUEÑAS,MARÍA,EL TIEMPO ENTRE COSTURAS,NOVELA,DRAMA,,L-A2,04-DUE-TIE,TEMAS DE HOY,True,Pequeños
DUEÑAS,MARÍA,LA TEMPLANZA,NOVELA,DRAMA,,L-A2,04-DUE-TEM,PLANETA,True,Pequeños
DUEÑAS,MARÍA,LAS HIJAS DEL CAPITAN,NOVELA,DRAMA,,L-B1,04-DUE-HIJ,PLANETA,True,Pequeños
DUEÑAS,MARÍA,LAS HIJAS DEL CAPITÁN,NOVELA,DRAMA,,L-A2,04-DUE-HIJ,PLANETA,True,Pequeños
DUMAS,ALEJANDRO,LOS TRES MOSQUETEROS I,NOVELA,AVENTURAS,,L-B1,01-DUM-TRE1,FORUM,True,Estudio Mayores
DUMAS,ALEJANDRO,LOS TRES MOSQUETEROS II,NOVELA,AVENTURAS,,L-B1,01-DUM-TRE2,FORUM,True,Estudio Mayores
DUMAS,ALEXANDRE,EL CONDE DE MONTECRISTO,NOVELA,DRAMA,●,L-B1,12-DUM-CON,MONDADORI,True,Sala de Estar
DÜRRENMATT,FRIEDRICH,EL JUEZ Y SU VERDUGO,NOVELA,NEGRA,,L-A2,08-DÜR-JUE,CÍRCULO DE LECTORES,True,Pequeños
EASTERMAN,DANIEL,EL SÉPTIMO SANTUARIO,NOVELA,NEGRA,,—,08-EAS-SEP,PLANETA,True,Pequeños
ECHENOZ,JEAN,CORRER,NOVELA,DRAMA,●,L-A1,12-ECH-COR,ANAGRAMA,True,Sala de Estar
ECHENOZ,JEAN,RELÁMPAGOS,NOVELA,DRAMA,●,L-B1,12-ECH-REL,ANAGRAMA,True,Sala de Estar
EINSTEIN,ALBERT,SOBRE LA TEORÍA DE LA RELATIVIDAD,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-EIN-SOB,SARPE,True,Pequeños
EISNER,MICHAEL,EL HOMBRE DE LAS CRUZADAS,NOVELA,HISTÓRICA,,—,06-EIS-HOM,MONDADORI,True,Estudio Mayores
EIZAGUIRRE,JUAN CARLOS,COMO UN HIJO DE LA GRAN BRETAÑA,NOVELA,DRAMA,,L-A2,04-EIZ-COM,BETA,True,Pequeños
EIZAGUIRRE,JUAN CARLOS,NO ME OLVIDES JAMÁS,NOVELA,DRAMA,,L-A2,04-EIZ-NOM,BETA,True,Pequeños
ELIOT,GEORGE,EL MOLINO DEL FLOSS,NOVELA,DRAMA,●,L-A1,12-ELI-MOL,ALBA,True,Sala de Estar
ELIOT,GEORGE,MIDDLEMARCH,NOVELA,DRAMA,●,L-A2,12-ELI-MID,ALBA,True,Sala de Estar
ELIOT,THOMAS STEARNS,POESÍAS REUNIDAS 1909-1962,POESÍA,—,,L-A2,09-ELI-POE,ALIANZA,True,Pequeños
ELIOT,THOMAS STEARNS,POESÍAS REUNIDAS 1909-1962,POESÍA,—,●,L-A2,12-ELI-POE,ALIANZA,True,Sala de Estar
ELORRIAGA,UNAI,UN TRANVÍA EN SP,NOVELA,DRAMA,●,L-B1,04-ELO-TRA,BOOKLET,True,Pequeños
ENDE,MICHAEL,LA HISTORIA INTERMINABLE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-END-HIS,ALFAGUARA,True,Estudio Mayores
ENDE,MICHAEL,MOMO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-END-MOM,ALFAGUARA,True,Estudio Mayores
ENDO,SHUSAKU,EL MAR Y VENENO,NOVELA,DRAMA,,L-A2,04-END-MAR,AUTOR-EDITOR,True,Pequeños
ENGER,LEIF,UN RÍO DE PAZ,NOVELA,DRAMA,,L-A1,04-ENG-RIO,MAEVA,True,Pequeños
EPICTETO,—,PLÁTICAS I,ENSAYO,FILOSOFÍA,,P-A1,13-EPI-PL1,ALMA MATER,True,Pequeños
EPICTETO,—,PLÁTICAS II,ENSAYO,FILOSOFÍA,,P-A1,13-EPI-PL2,ALMA MATER,True,Pequeños
"ERCKMANN, ÉMILE","CHATRIAN, ALEXANDRE",EL AMIGO FRITZ,NOVELA,DRAMA,,L-B1,04-ERC-AMI,TROA,True,Pequeños
ERSKINE CHILDERS,ROBERT,EL ENIGMA DE LAS ARENAS,NOVELA,NEGRA,,—,08-ERS-ENI,EDHASA,True,Pequeños
ESPARZA,JOSÉ JAVIER,EL CABALLERO DEL JABALÍ BLANCO,NOVELA,HISTÓRICA,,L-A2,06-ESP-CAB,PLANETA,True,Estudio Mayores
ESPARZA,JOSÉ JAVIER,EL REINO DEL NORTE,NOVELA,HISTÓRICA,,L-B1,06-ESP-REI,ESFERA DE LOS LIBROS,True,Estudio Mayores
ESPINOSA,ALBERT,LO MEJOR DE IR ES VOLVER,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-ESP-MEJ,GRIJALBO,True,Estudio Mayores
"ESPOT, MARÍA ROSA","NUBIOLA, JAIME",APRENDER A DIVERTIRSE,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-ESP-APR,EUNSA,True,Pequeños
ESPRIU,SALVADOR,LA PELL DE BRAU,POESÍA,—,●,L-B1,09-ESP-PEL,CUADERNOS PARA EL DIÁLOGO,True,Pequeños
ESQUILO,—,TRAGEDIAS,TEATRO,—,●,L-A2,12-ESQ-TRA,GREDOS,True,Sala de Estar
"ESTEBAN, ÁNGEL","PANICHELLI, STÉPHANIE",GABO Y FIDEL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-EST-GAB,ESPASA,True,Pequeños
ETZIONI,AMITAI,LA NUEVA REGLA DE ORO. COMUNIDAD Y MORALIDAD EN UNA SOCIEDAD DEMOCRÁTICA,ENSAYO,POLÍTICA,,—,17-ETZ-NUE,PAIDÓS,True,Pequeños
EURIPIDES,—,TRAGEDIAS 1,TEATRO,—,●,L-A2,12-EUR-TR1,GREDOS,True,Sala de Estar
EURIPIDES,—,TRAGEDIAS 2,TEATRO,—,●,L-A2,12-EUR-TR2,GREDOS,True,Sala de Estar
EURIPIDES,—,TRAGEDIAS 3,TEATRO,—,●,L-A2,12-EUR-TR3,GREDOS,True,Sala de Estar
FALLACI,ORIANA,CARTA A UN NIÑO QUE NUNCA NACIÓ,NOVELA,DRAMA,,L-B2,22-FAL-CAR,NOGUER,True,Primera Planta
FAULKNER,WILLIAM,EN LA CIUDAD,NOVELA,DRAMA,,—,04-FAU-CIU,-,True,Pequeños
FAULKNER,WILLIAM,INTRUSO EN EL POLVO,NOVELA,DRAMA,●,L-B1,04-FAU-INT,PLANETA,True,Pequeños
FAZIO,MARIANO,DE LA PERSONA A LA ALDEA GLOBAL,ENSAYO,POLÍTICA,,L-A1,17-FAZ-PER,PALABRA,True,Pequeños
FERAOUN,MOULOUD,EL HIJO DEL POBRE,NOVELA,DRAMA,,L-A2,04-FER-HIJ,EDICIONES DEL ORIENTE Y EL MEDITERRÁNEO,True,Pequeños
FERNÁNDEZ,CONCHÍN,QUERIDO NOAH,NOVELA,DRAMA,●,L-A1,04-FER-QUE,PLAZA & JANÉS,True,Pequeños
FERNÁNDEZ,LUCAS,FARSAS Y ÉGLOGAS,TEATRO,—,,—,11-FER-FAR,CASTALIA,True,Pequeños
FERNÁNDEZ ÁLVAREZ,MANUEL,"CARLOS V, EL CÉSAR Y EL HOMBRE",ENSAYO,HISTORIA,,P-A2,16-FER-CAR,ESPASA-CALPE,True,Pequeños
FERNÁNDEZ DE AVELLANEDA,ALONSO,EL QUIJOTE APÓCRIFO,NOVELA,CLÁSICA,,—,03-FER-QUI,ZEUS,True,Pequeños
FERNÁNDEZ DE MORATÍN,LEANDRO,EL SÍ DE LAS NIÑAS,TEATRO,—,,L-A1,11-FER-COM,CASTALIA,True,Pequeños
FERNÁNDEZ DE MORATÍN,LEANDRO,LA COMEDIA NUEVA,TEATRO,—,,L-A1,11-FER-COM,CASTALIA,True,Pequeños
FERNÁNDEZ FLÓREZ,WENCESLAO,EL BOSQUE ANIMADO,NOVELA,AVENTURAS,●,L-A2,12-FER-BOS,AUSTRAL,True,Sala de Estar
FERRER FALCON,LUIS,FUERA DE ÓRBITA,NOVELA,DRAMA,,—,04-FER-FUE,NACIONAL,True,Pequeños
FESCH,JACQUES,DENTRO DE 5 HORAS VERÉ A JESÚS. DIARIO DE PRISIÓN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-FES-DEN,PALABRA,True,Pequeños
FIJO,ALBERTO,CINE 2009. UNA SELECCIÓN DE 100 ESTRENOS CINEMATOGRÁFICOS,ENSAYO,ARTE,,—,15-FIJ-CIN,PALABRA,True,Pequeños
FLAGG,FANNIE,"BIENVENIDA A ESTE MUNDO, PEQUEÑA",NOVELA,DRAMA,,L-B1,04-FLA-BIE,SALAMANDRA,True,Pequeños
FLANAGAN,JOHN,MONTARACES: EL PUENTE EN LLAMAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-PUE,ALFAGUARA,True,Estudio Mayores
FLANAGAN,JOHN,MONTARACES: LA TIERRA DE HIELO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-TIE,ALFAGUARA,True,Estudio Mayores
FLANAGAN,JOHN,MONTARACES: LAS RUINAS DE CORLAN,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-RUI,ALFAGUARA,True,Estudio Mayores
FOLIS,MARCELLO,SIEMPRE CARO,NOVELA,NEGRA,,L-A2,12-FOI-SIE,SALAMANDRA,True,Sala de Estar
FOLLETT,KEN,LAS ALAS DEL ÁGUILA,NOVELA,BÉLICA,,L-A2,02-FOL-ALA,PLAZA & JANÉS,True,Pequeños
FORD,MADOX FORD,LA QUINTA REINA,NOVELA,HISTÓRICA,,L-A2,12-FOR-QUI,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT, EN LAS INDIAS OCCIDENTALES (VOL. X),NOVELA,HISTÓRICA,,L-A2,12-FOR-IND,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT," HORNBLOWER CONTRA EL ""NATIVIDAD"" (VOL. V)",NOVELA,HISTÓRICA,,—,12-FOR-NAT,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,BANDERAS AL VIENTO (VOL. VII),NOVELA,HISTÓRICA,,L-B1,12-FOR-BAN,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,EL COMODORO HORNBLOWER  (VOL. VIII),NOVELA,HISTÓRICA,,L-A2,12-FOR-COM,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,EL GUARDIAMARINA HORNBLOWER  (VOL. I),NOVELA,HISTÓRICA,,—,12-FOR-GUA,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,HORNBLOWER EN ESPAÑA  (VOL. VI),NOVELA,HISTÓRICA,,—,12-FOR-ESP,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,"HORNBLOWER Y EL ""HOTSPUR"" (VOL.III)",NOVELA,HISTÓRICA,,L-A1,12-FOR-HOR,EDHASA,True,Sala de Estar
FORESTER,CECIL SCOTT,LORD HORNBLOWER (VOL. IX),NOVELA,HISTÓRICA,,—,12-FOR-LOR,EDHASA,True,Sala de Estar
FORRELLAD,LUISA,SIEMPRE EN LA CAPILLA,NOVELA,DRAMA,,L-A2,04-FOR-SIE,DESTINO,True,Pequeños
FORSTER,E. M.,PASAJE A LA INDIA,NOVELA,HISTÓRICA,,—,12-FOR-PAS,ALIANZA,True,Sala de Estar
FORSYTH,FREDERICK,COBRA,NOVELA,NEGRA,,L-A2,08-FOR-COB,PLAZA & JANÉS,True,Pequeños
FORSYTH,FREDERICK,EL AFGANO,NOVELA,BÉLICA,,L-A2,02-FOR-AFG,PLAZA & JANÉS,True,Pequeños
FORSYTH,FREDERICK,EL ZORRO,NOVELA,NEGRA,,L-A1,08-FOR-ZOR,PLAZA & JANÉS,True,Pequeños
FORSYTH,FREDERICK,LA LISTA,NOVELA,NEGRA,,L-A2,08-FOR-LIS,PLAZA & JANÉS,True,Pequeños
FORSYTH,FREDERICK,VENGADOR,NOVELA,NEGRA,,L-A2,08-FOR-VEN,DEBOLSILLO,True,Pequeños
FRANCIS,DICK,REFLEX,NOVELA,INGLÉS,,L-B1,18-FRA-REF,PAN,True,Pequeños
FRAYN,MICHAEL,JUEGO DE ESPÍAS,NOVELA,NEGRA,,L-A2,12-FRA-JUE,SALAMANDRA,True,Sala de Estar
FRISON-ROCHE,ROGER,GRIETA EN EL GLACIAR,NOVELA,AVENTURAS,,L-A1,01-FRI-GRI,JUVENTUD,True,Estudio Mayores
FROSSARD,ANDRÉ,RETRATO DE JUAN PABLO II,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-FRO-RET,PLANETA,True,Pequeños
FUNKE,CORNELIA,MUERTE DE TINTA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-FUN-MUE,SIRUELA,True,Estudio Mayores
GAARDER,JOSTEIN,EL MISTERIO DEL SOLITARIO,ENSAYO,FILOSOFÍA,,L-B1,13-GAA-MIS,SIRUELA,True,Pequeños
GAARDER,JOSTEIN,LA JOVEN DE LAS NARANJAS,NOVELA,CLÁSICA,,L-A2,3-GAA-JOV,DEBOLSILLO,True,Pequeños
GALÁN,GABRIEL,CASTELLANAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,Pequeños
GALÁN,GABRIEL,EXTREMEÑAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,Pequeños
GALÁN,GABRIEL,NUEVAS CASTELLANAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,Pequeños
GALBRAITH,ROBERT,EL CANTO DEL CUCO,NOVELA,NEGRA,,L-B1,08-GAL-CAN,ESPASA,True,Pequeños
GALERA,GÓMEZ,LAS CORBETAS DEL REY. EL VIAJE ALREDEDOR DEL MUNDO DE ALEJANDRO MALASPINA (1789-1794),ENSAYO,HISTORIA,,—,16-GAL-COR,FUNDACIÓN BBVA,True,Pequeños
GALLEGO,RUBÉN,AJEDREZ,NOVELA,NEGRA,●,—,12-GAL-AJE,ALFAGUARA,True,Sala de Estar
GARCÍA CÁRCEL,RICARDO,EL SUEÑO DE LA NACIÓN INDOMABLE. LOS MITOS DE LA GUERRA DE LA INDEPENCIA,ENSAYO,HISTORIA,,—,16-GAR-SUE,TEMAS DE HOY,True,Pequeños
GARCÍA DE CORTÁZAR,FERNANDO,HISTORIA DE ESPAÑA. DE ATAPUERCA AL EURO,ENSAYO,HISTORIA,,—,16-GAR-HIS,PLANETA,True,Pequeños
GARCIA DEL JUNCO,FRANCISCO,ESO NO ESTABA EN MI LIBRO DE HISTORIA DE ESPAÑA,ENSAYO,HISTORIA,●,P-A1,16-GAR-ESO,BOOKS4POCKET,True,Pequeños
GARCÍA LORCA,FEDERICO,ANTOLOGÍA POÉTICA,POESÍA,—,●,—,09-GAR-ANT,BIBLIOTECA EL MUNDO,True,Pequeños
GARCÍA LORCA,FEDERICO,LA CASA DE BERNARDA ALBA,TEATRO,—,,L-B2,22-GAR-CAS,CÁTEDRA,True,Primera Planta
GARCÍA MÁRQUEZ,GABRIEL,EL CORONEL NO TIENE QUIEN LE ESCRIBA,NOVELA,DRAMA,,L-B1,04-GAR-COR,GREDOS,True,Pequeños
GARCÍA MÁRQUEZ,GABRIEL,EL GENERAL EN SU LABERINTO,NOVELA,DRAMA,,L-B1,04-GAR-GEN,MONDADORI,True,Pequeños
GARCÍA MÁRQUEZ,GABRIELA,NOTICIA DE UN SECUESTRO,ENSAYO,POLÍTICA,,L-A1,17-GAR-NOT,MONDADORI,True,Pequeños
GARCÍA PAVÓN,FRANCISCO,HISTORIAS DE PLINIO,NOVELA,NEGRA,,L-B1,08-GAR-HIS,ROTATIVA,True,Pequeños
GARCIA SANCHIDRIÁN,MIGUEL,TEATRO  INFANTIL Y JUVENIL,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GAR-TEA,EDICIONES INTERNACIONALES UNIVERSITARIAS,True,Pequeños
GARCIA SERRANO,RAFAEL,PLAZA DEL CASTILLO,NOVELA,DRAMA,,L-B1,04-GAR-PLA,EL MUNDO,True,Pequeños
GARCÍA-PLANAS,PLÀCID,JAZZ EN EL DESPACHO DE HITLER. OTRA FORMA DE VER LAS GUERRAS,ENSAYO,HISTORIA,●,—,16-GAR-JAZ,PENÍNSULA,True,Pequeños
GARDAM,JANE,EL VIEJO JUEZ,NOVELA,DRAMA,,L-A2,12-GAR-VIE,SALAMANDRA,True,Sala de Estar
GARDNER,MARTIN,¡AJÁ! PARADOJAS QUE HACEN PENSAR,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A1,19-GAR-AJÁ,RBA,True,Pequeños
GÁRDONYI,GÉZA,EL ESCLAVO DE ATILA,NOVELA,HISTÓRICA,,L-A2,06-GAR-ESC,VALDEMAR,True,Estudio Mayores
GARITAGOITIA,JOSÉ RAMÓN,EL LEGADO SOCIAL DE JUAN PABLO II,ENSAYO,POLÍTICA,,P-A1,17-GAR-LEG,EUNSA,True,Pequeños
GARRIGUES,EDUARDO,LA DAMA DE DUWISIB,NOVELA,DRAMA,,—,04-GAR-DAM,MR EDICIONES,True,Pequeños
GASKELL,ELISABETH,LOS AMORES DE SYLVIA,NOVELA,DRAMA,,L-A2,12-GAS-AMO,EDICIONES DEL BRONCE,True,Sala de Estar
GASPARI,ANTONIO,"LOS JUDÍOS, PÍO XII Y LA LEYENDA NEGRA",ENSAYO,HISTORIA,,P-A1,16-GAS-JUD,PLANETA,True,Pequeños
GAUDÉ,LAURENT,EL LEGADO DEL REY TSONGOR,NOVELA,NEGRA,,L-B1,12-GAU-LEG,SALAMANDRA,True,Sala de Estar
GAUDÉ,LAURENT,ELDORADO,NOVELA,DRAMA,,—,12-GAU-ELD,SALAMANDRA,True,Sala de Estar
GAUTREAUX,TIM,"EL MISMO SITIO, LAS MISMAS COSAS",NOVELA,DRAMA,●,L-A1,04-GAU-MIS,LA HUERTA GRANDE,True,Pequeños
GAUTREAUX,TIM,EL PASO SIGUIENTE EN EL BAILE,NOVELA,DRAMA,●,L-A1,04-GAU-PAS,LA HUERTA GRANDE,True,Pequeños
GAUTREAUX,TIM,SIGNALS,RELATO(S),—,,—,18-GAU-SIG,PENGUIN,True,Pequeños
GEDA,FABIO,EN EL MAR HAY COCODRILOS,NOVELA,DRAMA,,L-A2,04-GED-MAR,DESTINO,True,Pequeños
GHOSH,AMITAV,LA MAREA HAMBRIENTA,NOVELA,DRAMA,●,—,04-GHO-MAR,BOOKET,True,Pequeños
GIBBONS,STELLA,LA HIJA DE ROBERT POSTE,NOVELA,DRAMA,●,L-B1,04-GIB-HIJ,IMPEDIMENTA,True,Pequeños
GIL POLO,GASPAR,DIANA ENAMORADA,NOVELA,CLÁSICA,,L-A2,03-GIL-DIA,CASTALIA,True,Pequeños
GIL Y CARRASCO,ENRIQUE,EL SEÑOR DE BEMBIBRE,NOVELA,CLÁSICA,●,L-A2,12-GIL-SEÑ,CÁTEDRA,True,Sala de Estar
GILLOT,ALAIN,LA LOGICA COTIDIANA DE LA FELICIDAD,NOVELA,DRAMA,,,04-GIL-LOG,ALEVOSIA,True,Pequeños
GIMFERRER,JOSÉ MARÍA,ELOGIO DE LA AMISTAD. ANTOLOGÍA DE LOS MEJORES TEXTOS CLÁSICOS SOBRE LA AMISTAD,ENSAYO,FILOSOFÍA,,—,13-GIM-ELO,EL BUEY MUDO,True,Pequeños
GINEBRA,GABRIEL,EL JAPONÉS QUE ESTRELLÓ EL TREN PARA GANAR TIEMPO,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GIN-JAP,CONECTA,True,Pequeños
GINZBURG,NATALIA,LAS PEQUEÑAS VIRTUDES,NOVELA,DRAMA,●,L-A2,12-GIN-PEQ,ACANTILADO,True,Sala de Estar
GIONO,JEAN,EL HOMBRE QUE PLANTABA ÁRBOLES,RELATO(S),—,,L-A1,10-GIO-HOM,TORRE DEL VIENTO,True,General
GIONO,JEAN,EL HÚSAR EN EL TEJADO,NOVELA,DRAMA,●,L-B1,12-GIO-HÚS,ANAGRAMA,True,Sala de Estar
GIORGI,ROSA,EL GRECO,ENSAYO,ARTE,,—,15-GIO-GRE,ELECTA,True,Pequeños
GIRONDELLA,JOSÉ MARÍA,HA ESTALLADO LA PAZ,NOVELA,HISTÓRICA,,L-B1,06-GIR-EST,PLANETA,True,Estudio Mayores
GLAUSER,FRIEDRICH,"SCHLUMPF, ERWIN: HOMICIDIO",NOVELA,NEGRA,,L-A2,12-GLA-SCH,ACANTILADO,True,Sala de Estar
GLYNN,PAUL,REQUIEM POR NAGASAKI,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-GLY-REQ,PALABRA,True,Pequeños
GÓGOL,NIKOLAI V.,ALMAS MUERTAS,NOVELA,DRAMA,●,L-A1,12-GOG-ALM,BACKLIST,True,Sala de Estar
GOLDMAN,WILLIAM,LA PRINCESA PROMETIDA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-GOL-PRIN,MR,True,Estudio Mayores
GOMBRICH,ERNST H.,MEDITACIONES SOBRE UN CABALLO DE JUGUETE Y OTROS ENSAYOS SOBRE TEORÍA DEL ARTE,ENSAYO,ARTE,●,P-A2,12-GOM-MED,DEBATE,True,Sala de Estar
GÓMEZ BORREGO,PALOMA,LA ALEGRÍA,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A1,19-GOM-ALE,MR,True,Pequeños
GÓMEZ BORRERO,PALOMA,LOS FANTASMAS DE ROMA,NOVELA,HISTÓRICA,,L-A2,06-GOM-FAN,PLAZA & JANÉS,True,Estudio Mayores
GÓMEZ DE LA SERNA,RAMÓN,EL CABALLERO DEL HONGO GRIS,NOVELA,DRAMA,,L-B1,04-GOM-CAB,SALVAT,True,Pequeños
GÓMEZ PÉREZ,RAFAEL,MEMORIA DEL FUTURO. 21 CLÁSICOS PARA EL SIGLO XXI,ENSAYO,ARTE,,—,15-GOM-MEM,RIALP,True,Pequeños
GÓNGORA,LUIS,POESÍA,POESÍA,—,,L-A1,09-GON-POE,DEBOLSILLO,True,Pequeños
GONZÁLEZ,LUIS DANIEL,BIENVENIDOS A LA FIESTA. GUIA DE LECTURAS.,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-GON-BIE,CIE,True,Pequeños
GONZÁLEZ,LUIS DANIEL,TESOROS PARA LA MEMORIA. GRANDES NOVELAS JUVENILES,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GON-TES,CIE,True,Pequeños
GONZÁLEZ DE DURANA,JAVIER,ADOLFO GUIARD. EL PRIMER ARTISTA MODERNO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-GON-ADO,MUELLE DE URIBITARTE,True,Sala de Estar
GONZÁLEZ RUIZ,NICOLÁS,TEATRO TEOLÓGICO ESPAÑOL: TOMO I,TEATRO,—,,L-A1,11-GON-TE1,BAC,True,Pequeños
GONZÁLEZ RUIZ,NICOLÁS,TEATRO TEOLÓGICO ESPAÑOL: TOMO II,TEATRO,—,,L-A1,11-GON-TE2,BAC,True,Pequeños
GOÑI,CARLOS,UNA DE ROMANOS. UN PASEO POR LA HISTORIA DE ROMA,ENSAYO,HISTORIA,,—,16-GOÑ-UNA,ARIEL,True,Pequeños
GORDON,NOAH,CHAMÁN,NOVELA,HISTÓRICA,,L-B2,22-GOR-CHA,EDICIONES B,True,Primera Planta
GORDON,NOAH,LA BODEGA,NOVELA,HISTÓRICA,,L-A2,06-GOR-BOD,ROCA,True,Estudio Mayores
GORE,AL,UNA VERDAD INCÓMODA,ENSAYO,POLÍTICA,,—,17-GOR-VER,GEDISA,True,Pequeños
GRACIÁN,BALTASAR,EL CRITICÓN I,NOVELA,CLÁSICA,,L-A2,12-GRA-CR1,FERNI,True,Sala de Estar
GRACIÁN,BALTASAR,EL CRITICÓN II,NOVELA,CLÁSICA,,L-A2,12-GRA-CR2,FERNI,True,Sala de Estar
GRAHAME,KENNETH,EL VIENTO EN LOS SAUCES,NOVELA,AVENTURAS,●,L-A1,12-GRA-VIE,VALDEMAR,True,Sala de Estar
GRAU,JACINTO,EL SEÑOR DE PIGMALIÓN,TEATRO,—,,L-B1,11-GRA-SEÑ,ANAYA,True,Pequeños
GRAVES,ROBERT,LA HIJA DE HOMERO,NOVELA,HISTÓRICA,,L-A2,12-GRA-HIJ,EDHASA,True,Sala de Estar
GREEN,GRAHAM,BRIGHTON PARQUE DE ATRACCIONES,NOVELA,NEGRA,,L-B1,08-GRE-BRI,CÍRCULO DE LECTORES,True,Pequeños
